timestamp,pid,process_name,cpu_percent,memory_percent,disk_write_delta
2026-02-10 12:30:22,0,System Idle Process,559.1,0.0,0
2026-02-10 12:30:22,4,System,0.0,0.0,0
2026-02-10 12:30:22,124,Registry,0.0,0.78,0
2026-02-10 12:30:22,404,smss.exe,0.0,0.01,0
2026-02-10 12:30:22,448,svchost.exe,0.0,0.12,0
2026-02-10 12:30:22,512,csrss.exe,0.0,0.06,0
2026-02-10 12:30:22,580,svchost.exe,0.0,0.12,0
2026-02-10 12:30:22,588,wininit.exe,0.0,0.08,0
2026-02-10 12:30:22,608,csrss.exe,0.0,0.07,0
2026-02-10 12:30:22,620,ctfmon.exe,0.0,0.23,0
2026-02-10 12:30:23,688,winlogon.exe,0.0,0.13,0
2026-02-10 12:30:23,732,services.exe,0.0,0.11,0
2026-02-10 12:30:23,756,lsass.exe,0.0,0.28,0
2026-02-10 12:30:23,776,svchost.exe,0.0,0.06,0
2026-02-10 12:30:23,824,svchost.exe,0.0,0.13,0
2026-02-10 12:30:23,836,svchost.exe,0.0,0.1,0
2026-02-10 12:30:23,868,svchost.exe,0.0,0.4,0
2026-02-10 12:30:23,888,fontdrvhost.exe,0.0,0.04,0
2026-02-10 12:30:23,892,fontdrvhost.exe,0.0,0.07,0
2026-02-10 12:30:23,992,svchost.exe,0.0,0.21,0
2026-02-10 12:30:23,1004,svchost.exe,0.0,0.09,0
2026-02-10 12:30:23,1104,svchost.exe,0.0,0.16,0
2026-02-10 12:30:23,1120,dwm.exe,0.0,1.41,0
2026-02-10 12:30:23,1132,svchost.exe,0.0,0.21,0
2026-02-10 12:30:23,1252,msedge.exe,0.0,1.0,0
2026-02-10 12:30:24,1336,svchost.exe,0.0,0.12,0
2026-02-10 12:30:24,1348,svchost.exe,0.0,0.19,0
2026-02-10 12:30:24,1384,svchost.exe,0.0,0.07,0
2026-02-10 12:30:24,1424,svchost.exe,0.0,0.09,0
2026-02-10 12:30:24,1432,svchost.exe,0.0,0.15,0
2026-02-10 12:30:24,1444,svchost.exe,0.0,0.16,0
2026-02-10 12:30:24,1468,VBoxService.exe,0.0,0.08,0
2026-02-10 12:30:24,1496,svchost.exe,0.0,0.2,0
2026-02-10 12:30:24,1620,svchost.exe,0.0,0.09,0
2026-02-10 12:30:24,1628,svchost.exe,0.0,1.12,0
2026-02-10 12:30:24,1644,svchost.exe,0.0,0.13,0
2026-02-10 12:30:24,1680,svchost.exe,0.0,0.14,0
2026-02-10 12:30:24,1692,svchost.exe,0.0,0.07,0
2026-02-10 12:30:24,1712,svchost.exe,0.0,0.08,0
2026-02-10 12:30:24,1760,svchost.exe,0.0,0.12,0
2026-02-10 12:30:25,1772,SecurityHealthSystray.exe,0.0,0.11,0
2026-02-10 12:30:25,1840,MpDefenderCoreService.exe,0.0,0.27,0
2026-02-10 12:30:25,1852,MemCompression,0.0,2.3,0
2026-02-10 12:30:25,1896,svchost.exe,0.0,0.1,0
2026-02-10 12:30:25,1908,msedgewebview2.exe,0.0,0.82,0
2026-02-10 12:30:25,1984,svchost.exe,0.0,0.09,0
2026-02-10 12:30:25,1996,svchost.exe,0.0,0.09,0
2026-02-10 12:30:25,2052,svchost.exe,0.0,0.12,0
2026-02-10 12:30:25,2084,msedgewebview2.exe,0.0,0.44,0
2026-02-10 12:30:25,2200,svchost.exe,0.0,0.16,0
2026-02-10 12:30:25,2268,svchost.exe,0.0,0.21,0
2026-02-10 12:30:25,2344,svchost.exe,0.0,0.23,0
2026-02-10 12:30:25,2376,svchost.exe,0.0,0.1,0
2026-02-10 12:30:25,2384,svchost.exe,0.0,0.11,0
2026-02-10 12:30:26,2392,svchost.exe,0.0,0.12,0
2026-02-10 12:30:26,2412,msedgewebview2.exe,0.0,1.15,0
2026-02-10 12:30:26,2432,SearchProtocolHost.exe,0.0,0.18,0
2026-02-10 12:30:26,2452,SearchFilterHost.exe,0.0,0.11,0
2026-02-10 12:30:26,2456,svchost.exe,0.0,0.09,0
2026-02-10 12:30:26,2476,svchost.exe,0.0,0.14,0
2026-02-10 12:30:26,2564,svchost.exe,0.0,0.5,0
2026-02-10 12:30:26,2664,RuntimeBroker.exe,0.0,0.31,0
2026-02-10 12:30:26,2688,UserOOBEBroker.exe,0.0,0.12,0
2026-02-10 12:30:26,2700,svchost.exe,0.0,0.23,0
2026-02-10 12:30:26,2712,spoolsv.exe,0.0,0.16,0
2026-02-10 12:30:26,2752,svchost.exe,0.0,0.22,0
2026-02-10 12:30:26,2796,svchost.exe,0.0,0.09,0
2026-02-10 12:30:26,2824,svchost.exe,0.0,0.35,0
2026-02-10 12:30:27,2848,msedge.exe,0.0,9.84,0
2026-02-10 12:30:27,2896,svchost.exe,0.0,0.11,0
2026-02-10 12:30:27,2960,msedge.exe,0.0,0.71,0
2026-02-10 12:30:27,2984,svchost.exe,0.0,0.15,0
2026-02-10 12:30:27,3000,svchost.exe,0.0,0.11,0
2026-02-10 12:30:27,3056,svchost.exe,0.0,0.09,0
2026-02-10 12:30:27,3108,svchost.exe,0.0,0.07,0
2026-02-10 12:30:27,3152,svchost.exe,0.0,0.07,0
2026-02-10 12:30:27,3172,svchost.exe,0.0,0.24,0
2026-02-10 12:30:27,3232,svchost.exe,0.0,0.06,0
2026-02-10 12:30:27,3268,MoUsoCoreWorker.exe,0.0,0.37,0
2026-02-10 12:30:27,3288,svchost.exe,0.0,0.13,0
2026-02-10 12:30:27,3300,msedge.exe,0.0,0.81,0
2026-02-10 12:30:28,3324,ApplicationFrameHost.exe,0.0,0.31,0
2026-02-10 12:30:28,3400,msedge.exe,0.0,0.58,0
2026-02-10 12:30:28,3428,svchost.exe,0.0,0.15,0
2026-02-10 12:30:28,3904,msedgewebview2.exe,0.0,0.23,0
2026-02-10 12:30:28,3980,svchost.exe,0.0,0.09,0
2026-02-10 12:30:28,4024,dllhost.exe,0.0,0.13,0
2026-02-10 12:30:28,4128,svchost.exe,0.0,0.26,0
2026-02-10 12:30:28,4296,SearchIndexer.exe,0.0,0.57,0
2026-02-10 12:30:28,4388,MicrosoftEdgeUpdate.exe,0.0,0.04,0
2026-02-10 12:30:28,4392,msedge.exe,0.0,0.26,0
2026-02-10 12:30:28,4452,ShellExperienceHost.exe,0.0,0.54,0
2026-02-10 12:30:28,4516,sihost.exe,0.0,0.4,0
2026-02-10 12:30:28,4552,pythonw.exe,0.0,0.47,0
2026-02-10 12:30:28,4584,svchost.exe,0.0,0.35,0
2026-02-10 12:30:29,4700,svchost.exe,0.0,0.43,0
2026-02-10 12:30:29,4856,svchost.exe,0.0,0.13,0
2026-02-10 12:30:29,4872,taskhostw.exe,0.0,0.22,0
2026-02-10 12:30:29,4908,svchost.exe,0.0,0.24,0
2026-02-10 12:30:29,4964,M365Copilot.exe,0.0,0.98,0
2026-02-10 12:30:29,5080,AggregatorHost.exe,0.0,0.15,0
2026-02-10 12:30:29,5116,explorer.exe,0.0,2.45,0
2026-02-10 12:30:29,5176,cmd.exe,0.0,0.09,0
2026-02-10 12:30:29,5260,msedge.exe,0.0,2.49,0
2026-02-10 12:30:29,5332,NisSrv.exe,0.0,0.14,0
2026-02-10 12:30:29,5380,svchost.exe,0.0,0.29,0
2026-02-10 12:30:29,5388,svchost.exe,0.0,0.14,0
2026-02-10 12:30:29,5644,StartMenuExperienceHost.exe,0.0,0.8,0
2026-02-10 12:30:30,5664,svchost.exe,0.0,0.12,0
2026-02-10 12:30:30,5872,RuntimeBroker.exe,0.0,0.46,0
2026-02-10 12:30:30,5932,svchost.exe,0.0,0.28,0
2026-02-10 12:30:30,6132,SearchApp.exe,0.0,3.12,0
2026-02-10 12:30:30,6172,RuntimeBroker.exe,0.0,0.61,0
2026-02-10 12:30:30,6212,msedgewebview2.exe,0.0,0.12,0
2026-02-10 12:30:30,6288,svchost.exe,0.0,0.35,0
2026-02-10 12:30:30,6376,TiWorker.exe,0.0,0.25,0
