timestamp,pid,process_name,cpu_percent,memory_percent,disk_write_delta
2026-02-10 01:50:41,0,System Idle Process,575.0,0.0,0
2026-02-10 01:50:41,4,System,0.0,0.0,0
2026-02-10 01:50:41,124,Registry,0.0,0.77,0
2026-02-10 01:50:41,404,smss.exe,0.0,0.01,0
2026-02-10 01:50:41,448,svchost.exe,0.0,0.12,0
2026-02-10 01:50:41,452,smartscreen.exe,0.0,0.28,0
2026-02-10 01:50:42,512,csrss.exe,0.0,0.06,0
2026-02-10 01:50:42,580,svchost.exe,0.0,0.11,0
2026-02-10 01:50:42,588,wininit.exe,0.0,0.08,0
2026-02-10 01:50:42,608,csrss.exe,0.0,0.07,0
2026-02-10 01:50:42,620,ctfmon.exe,0.0,0.23,0
2026-02-10 01:50:42,688,winlogon.exe,0.0,0.13,0
2026-02-10 01:50:42,732,services.exe,0.0,0.11,0
2026-02-10 01:50:42,756,lsass.exe,0.0,0.28,0
2026-02-10 01:50:42,776,svchost.exe,0.0,0.06,0
2026-02-10 01:50:42,824,svchost.exe,0.0,0.13,0
2026-02-10 01:50:42,836,svchost.exe,0.0,0.1,0
2026-02-10 01:50:42,868,svchost.exe,0.0,0.4,0
2026-02-10 01:50:42,888,fontdrvhost.exe,0.0,0.04,0
2026-02-10 01:50:42,892,fontdrvhost.exe,0.0,0.07,0
2026-02-10 01:50:42,992,svchost.exe,0.0,0.2,0
2026-02-10 01:50:43,1004,svchost.exe,0.0,0.09,0
2026-02-10 01:50:43,1104,svchost.exe,0.0,0.16,0
2026-02-10 01:50:43,1120,dwm.exe,0.0,1.29,0
2026-02-10 01:50:43,1132,svchost.exe,0.0,0.2,0
2026-02-10 01:50:43,1252,msedge.exe,0.0,1.0,0
2026-02-10 01:50:43,1336,svchost.exe,0.0,0.09,0
2026-02-10 01:50:43,1348,svchost.exe,0.0,0.19,0
2026-02-10 01:50:43,1384,svchost.exe,0.0,0.07,0
2026-02-10 01:50:43,1424,svchost.exe,0.0,0.08,0
